row_id,side,role,term,gold_snomed_id,gold_concept_term,pred_snomed_id,pred_concept_term,hit,gt_rank,gold_absence_stage,gold_in_initial_results,gold_in_allowed_domain,gold_in_truncated_set,gold_in_final_ranked,gold_filter_reasons,num_ranked_to_gt,rank_chain_to_gt,top10_chain
t1_row_06,condition,Medication,Indication of,230165009,Indication of (contextual qualifier) (qualifier value),39816005,Indication of (contextual qualifier) (qualifier value),0,3,,,,,,,3,1:39816005:Indication of (contextual qualifier) (qualifier value):1.0 | 2:71653005:No indication of (contextual qualifier) (qualifier value):1.0 | 3:230165009:Indication of (contextual qualifier) (qualifier value):1.0,1:39816005:Indication of (contextual qualifier) (qualifier value):1.0 | 2:71653005:No indication of (contextual qualifier) (qualifier value):1.0 | 3:230165009:Indication of (contextual qualifier) (qualifier value):1.0 | 4:1363183004:Pain behavior (finding):1.0 | 5:60107008:Reason for (contextual qualifier) (qualifier value):1.0 | 6:408343002:Indication for each drug checked (finding):1.0 | 7:410665000:Indication for (attribute):1.0 | 8:316258007:[V]Routine or ritual circumcision (situation):1.0 | 9:67480003:Indication for care AND/OR intervention in labor AND/OR delivery (disorder):1.0 | 10:109896009:Indication for modification of patient status (disorder):1.0
t1_row_06,condition,Medication,Drug therapy with explicit context,1290126002,Drug therapy with explicit context (situation),1290126002,Drug therapy with explicit context (situation),1,1,rescue_override,,,,,,1,1:1290126002:Drug therapy with explicit context (situation):1.0,1:1290126002:Drug therapy with explicit context (situation):1.0
t1_row_06,action,Medication,Indirect acting anticoagulant,419847008,Indirect acting anticoagulant (substance),419847008,Indirect acting anticoagulant (substance),1,2,,,,,,,2,1:350471004:Indirect acting anticoagulant (product):1.0 | 2:419847008:Indirect acting anticoagulant (substance):1.0,1:350471004:Indirect acting anticoagulant (product):1.0 | 2:419847008:Indirect acting anticoagulant (substance):1.0 | 3:294878002:Allergy to indirect acting anticoagulant (finding):1.0 | 4:293341000:Indirect acting anticoagulant adverse reaction (disorder):1.0 | 5:81839001:Medicinal product acting as anticoagulant agent (product):0.7392083333333334 | 6:255541007:Indirect (qualifier value):0.3158704733058182 | 7:287277008:Indirect heart revascularization (procedure):0.2847916666666667 | 8:185323008:Indirect encounter NOS (finding):0.2847916666666667 | 9:37852002:Indirect reacting bilirubin (substance):0.2797916666666667 | 10:165774008:Indirect Coombs test negative (finding):0.2747916666666667
t1_row_07,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t1_row_07,condition,Procedure,Coronary artery bypass graft,232717009,Coronary artery bypass grafting (procedure),149173009,Coronary artery bypass grafting (procedure),0,4,,,,,,,4,1:149173009:Coronary artery bypass grafting (procedure):1.0 | 2:149174003:Coronary artery bypass grafting (procedure):1.0 | 3:175006004:Coronary artery operations (& bypass) (procedure):1.0 | 4:232717009:Coronary artery bypass grafting (procedure):1.0,1:149173009:Coronary artery bypass grafting (procedure):1.0 | 2:149174003:Coronary artery bypass grafting (procedure):1.0 | 3:175006004:Coronary artery operations (& bypass) (procedure):1.0 | 4:232717009:Coronary artery bypass grafting (procedure):1.0 | 5:232719007:Coronary artery bypass graft x 1 (procedure):1.0 | 6:232720001:Coronary artery bypass grafts x 2 (procedure):1.0 | 7:232721002:Coronary artery bypass grafts x 3 (procedure):1.0 | 8:232722009:Coronary artery bypass grafts x 4 (procedure):1.0 | 9:232723004:Coronary artery bypass grafts x 5 (procedure):1.0 | 10:119563008:Coronary artery bypass graft (procedure):1.0
t1_row_07,action,Medication,Aspirin,387458008,Aspirin (substance),387458008,Aspirin (substance),1,1,,,,,,,1,1:387458008:Aspirin (substance):1.0,1:387458008:Aspirin (substance):1.0 | 2:717854002:Aspirin therapy (procedure):1.0 | 3:99875004:ASPIRIN 60 GRAIN (product):1.0 | 4:99877007:ASPIRIN BOLUSES (product):1.0 | 5:99878002:ASPIRIN TABLETS PRODUCT (product):1.0 | 6:134394002:Aspirin not indicated (situation):1.0 | 7:135800003:Aspirin indicated (situation):1.0 | 8:151190005:Over the counter aspirin therapy (procedure):1.0 | 9:151215005:Salicylate prophylaxis &/or aspirin IHD (procedure):1.0 | 10:182909007:Over the counter aspirin therapy (procedure):1.0
t1_row_08,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t1_row_08,condition,string,Finding of increased risk level,1255670000,Finding of increased risk level (finding),1255670000,Finding of increased risk level (finding),1,1,,,,,,,1,1:1255670000:Finding of increased risk level (finding):1.0,1:1255670000:Finding of increased risk level (finding):1.0 | 2:45704003:At increased risk for noncompliance (finding):0.8455843024229515 | 3:42427004:At increased risk for suffocation (finding):0.8022448979591834 | 4:78648007:At increased risk for infection (finding):0.8022448979591834 | 5:39623008:At increased risk for poisoning injury (finding):0.7922448979591834 | 6:8317005:At increased risk for deficient parenting (finding):0.7922448979591834 | 7:38369006:At increased risk for cognitive impairment (finding):0.7922448979591834 | 8:70693003:At increased risk for impaired skin integrity (finding):0.7922448979591834 | 9:50048006:At increased risk for deficient fluid volume (finding):0.7872448979591834 | 10:41775005:At increased risk for impaired home maintenance management (finding):0.7872448979591834
t1_row_08,condition,string,Gastrointestinal hemorrhage,74474003,Gastrointestinal hemorrhage (disorder),74474003,Gastrointestinal hemorrhage (disorder),1,1,,,,,,,1,1:74474003:Gastrointestinal hemorrhage (disorder):1.0,1:74474003:Gastrointestinal hemorrhage (disorder):1.0 | 2:83628005:Chronic gastrointestinal hemorrhage (disorder):1.0 | 3:155837004:Gastrointestinal haemorrhage (disorder):1.0 | 4:25349007:Chronic upper gastrointestinal hemorrhage (disorder):1.0 | 5:27719009:Acute gastrointestinal hemorrhage (disorder):1.0 | 6:37372002:Upper gastrointestinal hemorrhage (disorder):1.0 | 7:48729005:Perinatal gastrointestinal hemorrhage (disorder):1.0 | 8:68162000:Chronic lower gastrointestinal hemorrhage (disorder):1.0 | 9:87763006:Lower gastrointestinal hemorrhage (disorder):1.0 | 10:157128003:Perinatal gastrointestinal haemorrhage (disorder):1.0
t1_row_08,action,Medication,Proton pump inhibitor,734582004,Hydrogen/potassium adenosine triphosphatase enzyme system inhibitor (disposition),734582004,Hydrogen/potassium adenosine triphosphatase enzyme system inhibitor (disposition),1,1,rescue_override,,,,,,1,1:734582004:Hydrogen/potassium adenosine triphosphatase enzyme system inhibitor (disposition):1.0,1:734582004:Hydrogen/potassium adenosine triphosphatase enzyme system inhibitor (disposition):1.0
